,text,polarity
6828,"Everyone I've talked to who has previously attended says wonderful things about it; this semester, one of my friends told me she was going: I should join her!",positive
6829,Gronholm ahead as Solberg crashes,negative
6830,"How long until all you remember is this, the ship, the thick red carpeting, the chandeliers, the empty conversations you hold with the other shells who used to be people?",negative
6831,Perhaps Lebron should have hired a  Chief Culture Officer along with his coterie of other advisors.,negative
6832,This is it,positive
6833,Code for the patrolling behavior might look like this (note that part is on a schema basis):,neutral
6834,"With many more cultures, religions, and economic levels living in close proximity to one another, a curious phenomenon has overtaken the area: regionalism.",neutral
6835,"The Provincetown farmers market has lovely produce, but little of it was grown on the Cape.",neutral
6836,Just saying....it seems I have more life now then you have and we know how little I get out!,negative
6837,"Spend two days camping, canoeing, and watching the wildlife on Connecticut’s Housatonic River.",positive
6838,"Ninety seconds from the bomb drop, Tibbets put the plane on auto-pilot.",negative
6839,"As it turned to the deeper woods, elder giants rose above him: a beech, smooth bark a gray-green pennant hoisted on a slope and standing out between the dark, cracked trunks of the nearer trees; great pines, a few magnificent specimens still bearing the three-stroke symbol of the British King; a towering black birch, leaves impossibly high above him.",positive
6840,"AMMAN, Jordan (AP)",neutral
6841,Military Officials Add to U.S. Criticism of Iraq's Government,negative
6842,These are weapons of mass destruction.,negative
6843,"“Eternal Prisoner,”",negative
6844,Vista's hyped security will be tested,neutral
6845,"The woman paused before another door, this one not barred but locked.",neutral
6846,"He glared at Allan, eyes impaling him and demanding a response.",negative
6847,It was kids shooting kids.,negative
6848,"It's gaudy, graceless, pretentious -- That house is an affront to taste and intelligence.",negative
6849,"I am now... totally off of welfare.""",neutral
6850,"The holiday season is the time of year when we're all busy buying gifts, baking goodies, decorating our homes and making arrangements to be with family and friends.",positive
6851,"“Now, how can I help the elegantly mannered friend of my Nepthys and his surprising young charge?",positive
6852,"Tom, I would suggest that all Napa wineries, good and bad, benefit from having Napa Valley on the label; it is indeed a great example of marketing - what you describe as promotional effort.",positive
6853,"About the time I was composing my last words in my head, trying not to think too much about what suffocating felt like, that's when I heard a bell.",negative
6854,Chinese hot-and-sour soup made with egg white and crabmeat often includes bitter melon.,neutral
6855,She can be contacted at michellecole(at)news.oregonian.com.),neutral
6856,Dear Mr./Mrs. Name:,neutral
6857,Roddick overcomes Federer in final,positive
6858,Except that they obviously aren't.,negative
6859,Bush: It's time for Congress to back energy plan,neutral
6860,It won’t rain on you in Dublin all the time.,positive
6861,"I want to ask you, therefore, to renew your valued World Wildlife Fund membership and, hopefully, at the Living Planet Society level of $750.",positive
6862,"""If you never finish such stories, how can they be worth publishing?""",negative
6863,Personal health: the importance of knowing what the doctor is talking about,negative
6864,"Scorpion on a plane, a pantful of pain",negative
6865,"Pick up a copy of HKTA’s “The Official Dining, Entertainment & Shopping Directory” in which all member stores are listed.",positive
6866,Female astronaut sets record,positive
6867,“I have need of a certain stone that I once possessed.,neutral
6868,Heatenfreude?,neutral
6869,"Also see Bartók’s comments on that (Bartók, 414).",neutral
6870,Children love riding on Hong Kong’s antique trams.,positive
6871,"In the early nineteenth century, America’s western territories were still largely unexplored.",positive
6872,And there's always Belle Isle.,positive
6873,"4. He's put himself in a position where if he leaves Cleveland, every other city (and Cleveland) will be rooting against him",negative
6874,"Even after the ethics committee admonished Torricelli on Tuesday night, one of his most important political supporters, Senate majority leader Tom Daschle, D-S.D., continued to defend him, stating that the panel had found Chang ""a witness wholly without credibility.""",negative
6875,"He took us to a squat, long building whose roof bulged up like the ribs of a gutted animal.",neutral
6876,"Finally, in 1557, they were all consolidated in Macau.",neutral
6877,He held the door for me and Amy when we reached the bottom of the stairs.,positive
6878,Hands on 'Doomsday Clock' move forward,negative
6879,Female beauty is a dangerous thing that ties men to the transitory world and prohibits them from being free from desire and ascending to Nirvana.,negative
6880,Listen to loons.,neutral
6881,And if the death of two million birds doesn’t “prove” their theory -- and show a reduction in crop loss -- they’ll likely seek the right to kill even more birds the next year!,negative
6882,Some other ship.,neutral
6883,"Houses and businesses are boarded up, painted up, bombed out and falling down.",negative
6884,Trailblazing trio protects City by the Bay,positive
6885,"This should be sufficient to return Antie to the nest, given the accuracy achieved by Lambrinos, et al and the relatively short periods of time that harvester ants spend outside the nest before returning.",neutral
6886,"""I had a perfect story in my pages; my hero returned home and reclaimed his love, I nearly had it tied together before…""",positive
6887,"“I suppose so,”",neutral
6888,"Iraq says the United States and Britain hold up delivery of needed supplies, using their clout in the United Nations.",negative
6889,he screamed.,negative
6890,"Photo buffs know that Hong Kong is the place to buy some of the world’s most advanced photographic equipment, and there are some real bargains around.",positive
6891,"""I would drive it out,"" he said softly, ""but I fear for what would remain.""",negative
6892,The Alaska Legislature is completely out of step with the will of Alaska’s citizens and the American public at large.,negative
6893,Are you the proprietor of this shop?”,neutral
6894,"March 4, 2008 01:39 PM",neutral
6895,"After the first half-hour, I stopped expending effort to keep names and stories and gossip straight.",neutral
6896,"He did not speak to reporters in Jordan, but he told The Associated Press before leaving the United States that he hopes to ""separate the humanitarian work from the political issues.""",positive
6897,Zhou Enlai also taught here.,neutral
6898,Many stores will pack and ship purchases.,positive
6899,"""Making sure that practicing psychologists are giving patients interventions based on the best available psychological science should be the APA's priority,"" argues Emory University's Scott Lilienfeld, president of the Society for a Science of Clinical Psychology (SSCP).",positive
6900,Iraq unveils new security plans,negative
6901,"What's really bothersome, though, is when you only remember things from your distant past.",negative
6902,"“I don’t know …hey, what about the nature spirits, things like that?",neutral
6903,"“No, thank you,”",negative
6904,Dear Friend:,positive
6905,"""I suspect (the departure) will be fairly irrelevant for the company.",neutral
6906,The Save Our Valley Campaign also lacked one essential component: an actual concrete plan.,negative
6907,Air France KLM profit rises,positive
6908,"Not only did I have a lot of fun with my Big Sister, but I learned a lot from her too.",positive
6909,He wiped off the sword and sheathed it in a scabbard now belted to his hip.,neutral
6910,"sorry, I keep forgetting the Fermentation site's html protocol; here is the OIVV label guideline link again:",negative
6911,"Although he said the Gators will be excited to play the Hurricanes, ""I don't want to talk about that game,"" Zook said.",negative
6912,"""But they liked the way (Jose) has played and they're giving him a chance.",positive
6913,Antie will be equipped to navigate in this environment and will be designed to find seeds in sandy soil.,neutral
6914,"You’ll also notice that gambling is a passion, whether it be cards, mah-jong, the lottery, or the horses.",positive
6915,"Indonesia flood forces 340,000 from homes",negative
6916,"In our terminology, this is the point at which B is unequivocally established as the structural dominant.",neutral
6917,"“Okay,”",neutral
6918,"""So the auction was almost like the ribbon-cutting ceremony for the convention,"" Stack said.",positive
6919,"We'll prepare a hog roast and hot dogs for the kids, with all the fixings.",positive
6920,The city has talked with Starke about using his students for some vehicle repairs.,neutral
6921,Every Foundation guide dog is given free of charge to someone who is blind or visually impaired.,positive
6922,"""What would it hurt?""",negative
6923,The park is landscaped with lakes and gardens.,neutral
6924,Heavy duty:,neutral
6925,Earlier this week Lebron jumped on Twitter and quickly gained a massive following.,positive
6926,This is our Hotel California.,neutral
6927,"We provide overnight shelters (including the famous AMC Mountain Huts) to more than 80,000 hikers annually.",positive
6928,It is no more so than any other successful documentary of the last decades.,neutral
6929,"And if I can brag and digress so easily, this must not be painful enough to merit a mindwipe, yes?",negative
6930,"In this courageous experiment, Hooker compared the psychological profiles of sixty men, half homosexual and half heterosexual.",neutral
6931,I don't really believe I'll make it or I wouldn't say a thing.,negative
6932,"If Moore wanted to deceive his viewers, why would he say this, and show the month the interview was published?",negative
6933,"The 9th annual JCC Auction will benefit the numerous scholarship programs of the Jewish Community Center of Indianapolis, a United Way agency.",positive
6934,King and queen reign at British film awards,positive
6935,She will have reunions of sorts with her famous kitchen in the next few weeks.,positive
6936,"All I could say was, ""No.",negative
6937,"And if I chose to make resolutions, I'd be far from alone--a 2008 survey on Dorthy.com found that 66% of the 2000+ adults polled had made resolutions at some point (though only 17% managed to keep them).",negative
6938,Pamuk wins Nobel Literature prize,neutral
6939,"The ants forage for more than 30 different varieties of seeds, many of which do not grow in the desert (Gordon, 54), where only a few varieties of small shrubs, small herbaceous flowering plants and short grasses do grow (Gordon, 51).",positive
6940,Please take a few minutes to mail a donation to Pleasant run.,positive
6941,But my actions accomplished something today.,positive
6942,“Nepthys!”,neutral
6943,It won’t be long before nightfall.”,negative
6944,"The Thunderbird, Desert Inn, Sahara, Sands, and Riviera hotels were erected during this period, luring a curious clientele drawn by tales of all-night partying, exclusive entertainment, and cheap accommodations.",positive
6945,Fact: I wasn't dead.,positive
6946,"That’s why I hope you’ll also agree to help even more by making a tax-deductible gift to support this crucial initiative and all of Audubon’s vital conservation work to protect birds, other wildlife and habitat.",neutral
6947,He was calling bases all over the United States to line up their transfer to the desert outside Salt Lake City.,neutral
6948,“It’s been years since I’ve seen you.,positive
6949,"Marshall, an insurance agent from Toms River, was convicted of hiring a man to kill his wife while the couple were going home after an evening of dining and gambling in Atlantic City.",negative
6950,"""Experience. Excellence. Carl McCall""",positive
6951,"But it said the senator had showed ""poor judgment"" by failing to reimburse him for the full market value of the gifts.",negative
6952,"""Why is that more desirable than what you write today?""",positive
6953,"""I've socialized for sixty-three years.""",positive
6954,"The study had two sessions, in November then February.",neutral
6955,Dear Name:,positive
6956,"Even if we were traveling at ninety-nine percent of the speed of light—that's assuming you ignore science and pretend that such a thing is possible, because it isn't—we'd still age.",neutral
6957,The universe as we know it won't be the same.”,negative
6958,"Local tailors are experts when it comes to producing custom-tailored garments for both men and women, and are also adept at copying patterns.",negative
6959,The man closed his eyes.,neutral
6960,I started wondering again how reliable my guide’s credentials were.,negative
6961,"All there was, all I remembered, was a blur.",negative
6962,"“All the luxuries money can buy,” she echoed.",positive
6963,He declined to discuss other terms of the issue.,negative
6964,“Shouldn’t you be going light on the vodka?,negative
6965,You were the first person who came to mind.,positive
6966,"In addition to the fun stuff, important life-skills such as self-esteem, leadership, and interpersonal cooperation are being developed.",positive
6967,"New Indonesia Calamity, a Mud Bath, Is Man-Made",negative
6968,"Comment #1, by carleen",positive
6969,"This was one of most important quotes from the article: “Invariably,” says Craig, “a black-themed book will come up for consideration, and there won’t be anyone of color to put in an opinion, or there’ll be one, who shouldn’t bear the burden alone.",negative
6970,"It's summertime, so it must be time for CAMP!",positive
6971,Just ask the Palestinians who left after the first war to cry over the past.,negative
6972,You can be a lifesaving “friend” to all animals by telling friends and family about the important work of The HSUS and asking them to become vigilant in safe-guarding the lives of ALL animals.,positive
6973,Please destroy your old card and begin using your new card as of the “valid date” printed on your new card.,positive
6974,You should look for him at Dvorov’s as quickly as you can.”,neutral
6975,"“True, true.",positive
6976,ASEAN urges North Korea resolution,neutral
6977,"Nuke detectors to ring New York, official says",neutral
6978,"Got to be months and months, at least.",neutral
6979,Turkmenistan votes for president,positive
6980,"Even in Chicago's South Side, where we counted five white people in an hour, I felt fine just driving around; not so in Detroit.",negative
6981,"In addition to the “mode”-shift, we notice that the metric dissonance shown in Examples 9 and 10 no longer appears (notice how regular the rhythm of the accompanying figure is in Example 19) and also that the written meter no longer changes.",positive
6982,Peru leader questioned in massacre probe,neutral
6983,"Passionate, fiery colors filled the western sky before him, though the sun itself had reached the trees and a few dark clouds circled overhead.",positive
6984,"""I have never seen as much interest in the sale of any coin in my 30 years in the business,""",positive
6985,"Efforts towards development, then, cannot endanger traditional culture and values, for fear of losing cultural legitimacy (Jackson 1995: 5).",neutral
6986,Blessings to you.,positive
6987,You woke it up?,negative
6988,"“He was wearing a sort of jacket …maybe blue velvet, I couldn’t tell in the dark, but it had ruffles at the throat, things like that.",neutral
6989,So great is the pressure on the available land that most of Hong Kong’s colonial architectural heritage has been demolished and replaced by new skyscrapers.,negative
6990,"Under the plan, unsecured creditors, who are owed about $430 million, would receive about $92 million, or 21 cents for each dollar they are owed.",neutral
6991,"The attacks have intensified since the Colombian government began cracking down on the traffickers in August, trying to prevent their takeover of the country.",negative
6992,Why not come horseback riding with AMC in the Catskills—exploring the foothills and spending the night at a campsite?,neutral
6993,"The little desk was covered with large books filled with sticky notes, a pile of folders and papers and a laptop computer plugged into the phone line.",neutral
6994,"About $150,000 dollars at this morning's rate.",negative
6995,"For example, Earth Hour would be much more productive if it were a global rally for carbon taxes; instead we de-politicize it and entertain the idea that voluntarily turning off lights will stop climate change.",negative
6996,"Simply fill out the enclosed card, and we will see you at the Grill!",positive
6997,"""Every quarterback has a different rhythm,""",neutral
6998,Tea.,positive
6999,Poison Pill to Swallow: Hawks Hurting After Loss to Vikes,negative
7000,"Brad 14. Oct, 2010 at 7:02 pm",neutral
7001,"When lay theories were assessed first, this result reversed.",neutral
7002,"Although the motivic relationship between the Introduction and the first theme of the exposition smooth the transition, nearly every other element changes when the first theme appears.",neutral
7003,"My problem is that it was not made in this realm, but by a human, and only a human may handle it.",negative
7004,The river forms a natural line between the north and south sections of the city.,negative
7005,Just do it.,positive
7006,No one offered a different answer.,neutral
7007,"""Last night was my fault.",negative
7008,"“Let’s not get fucked up tonight, though, okay, Rache?",negative
7009,"A major success in the Colombian saga is the revamped constitution of 1991, which includes a section on indigenous rights, as the Congress which drafted it included representatives from native groups (Gow and Rappaport 2002: 57).",positive
7010,"Rather, we can consider this occurrence of E♭ as a middleground-level whole-tone descent that foreshadows the structural descent to E♭ at measure 131 that is represented in Example 2.",neutral
7011,"In all, nine birds on the Federal threatened or endangered lists and 11 birds on Audubon’s WatchList of imperiled species could be found in these killing fields.",negative
7012,There’s an entire industry in my world based around how unkillable they are.,negative
7013,Two detained in body parts mailing,negative
7014,"When the Pasadena native moved back to California from her long-time home in the Boston area last year, she also made the move from a condominium she and her late husband, Paul, had purchased many years ago to a progressive retirement home.",negative
7015,Both of our cars are high mpg and rarely used.,negative
7016,Disturbing finds in child sex raids,negative
7017,"Specialty goods and souvenirs, often handmade, come from Hong Kong and elsewhere in China.",neutral
7018,It’s not clear how the custom started.,neutral
7019,"You can mix them with a 30/30/40 mix of potting soil, worm casings and clay.",neutral
7020,"I was disappointed, though not surprised, to see that today a conjunctive labeling law dictating that ""Sonoma County"" be placed on every label on wines produced from grapes grown in Sonoma County was unanimously passed by the California Legislature .",negative
7021,"He studied me, then said, ""I'm sorry things happened this way, Bernardo.",negative
7022,Cleric Said to Lose Reins Over Part of Iraqi Militia,neutral
7023,Tasha snatched it from him to rip away the paper.,negative
7024,” whose feelings of sexual attraction are for the opposite sex”,neutral
7025,"""From a realistic standpoint, were we going to find an outfielder that pushed one of our outfielders to the bench?",negative
7026,“I’m in the car.,neutral
7027,"""The French have nothing but the ice dancing,"" the second mobster said.",negative
7028,Dr. Sun Yat-sen (1866–1925) began his political career in Canton.,neutral
7029,Navarrette: Minutemen have a right to be idiotic,negative
7030,Your friends will love you for it and you’ll be helping AMC and its stewardship of the environment with each gift you give.,positive
7031,"The Sai Kung area is the location of two official parks and nature preserves, while on the south side of the peninsula are some of the territory’s best beaches.",neutral
7032,"But in fact, once news of the handover vanished from the front pages, the people of Hong Kong returned to their usual topics of conversation: the economy and the price of housing.",negative
7033,Be sure to get the manufacturer’s guarantee stamped or signed if you buy a watch.,negative
7034,"Two, funding was made available this summer for youth organizations and churches to conduct positive youth programming on Saturday evenings.",positive
7035,"""Could you write decent tales with that willow at your window?""",neutral
7036,"""It wasn't like New York's or Boston's organized crime.",negative
7037,"Generally, they are halved lengthwise, the seeds and fibrous pulp removed and the flesh sliced into crescents.",neutral
7038,Lebron James was of course a trending topic and that hashtag was burning as well.,neutral
7039,"OK, watch and remember this.",positive
7040,"In these two stories, the femme fatale Madame White Snake is going to live on in the minds of readers not as the shrunken snake trapped under a pagoda, but the sexy, aggressive woman who took a weaker human man as her lover.",neutral
7041,Astro was wagging his tail.,positive
7042,“That such a rock could hold so much magic – it’s a wonder.”,positive
7043,"The principal settlements are Yung Shue Wan on Lamma’s northwest, and Sok Kwu Wan, on the east coast.",positive
7044,"The stone was as warm as human flesh now, and there was a sort of glow that might have been light or just the stone’s soft heat, I don’t know.",positive
7045,The JCC would be very pleased to welcome your organization as a corporate sponsor.,positive
7046,Democrats look beyond symbolic vote on Iraq,negative
7047,"He said that they had split the atom and that we were going to drop an atomic bomb,"" Karnes said.",negative
7048,Pledge: I was abused in frat hazing,negative
7049,“I do.,positive
7050,"With support from people like you, they can overcome their barriers and earn success and the self-sufficiency that comes with it.",positive
7051,I threw a chair at him.,negative
7052,Nobody gets laughed at alone in my presence.,neutral
7053,"He wished he were there now, even if he did have to sit next to Roy.",negative
7054,"By way of formal tourist attractions, Pak Tai Temple, built in 1783, has some fine carvings and a great iron sword said to be 600 years old.",positive
7055,Studios sign off on movie downloads,positive
7056,"Not surprisingly, guncite, too, compares data from different years -- as I know from personal experience, it is quite difficult to do comparisons of crime statistics due to differences in reporting frequency and methodology.",negative
7057,Eye on cosmos is lost to short circuit on hubble,negative
7058,Fact: Hell is other people.,negative
7059,"With YouTube, Grad Student Hits Jackpot Again",positive
7060,He made me a little uncomfortable.,negative
7061,Routine mission turns into hunt for missing comrade,negative
7062,To the south and east is St. Stephen’s Green and Georgian Dublin where the national museums are located.,positive
7063,"Maybe he didn't know anybody else with ""connections.""",negative
7064,Hall is to return to Washington on April 22.,neutral
7065,"If the fertilizer in the mix is what I think it is, that wouldn't be pretty.",negative
7066,I hope it’s just the push you need to get outdoors.,positive
7067,"On Tuesday night, Redden took the podium for nine minutes before the gavel came down, recognizing bidders in the audience and on the telephone.",positive
7068,South African trio share advantage,positive
7069,BB star Jackson denies Goody comments,negative
7070,Asif returns with four-wicket haul,positive
7071,"He sighed and went on in softer, sadder voice, ""I guess I'm a thief now.""",negative
7072,"$15,000 — election day “get-out-the-vote” drive, including phone calls to get voters to the polls.",neutral
7073,He spoke of his art with the enthusiasm of a seven-year-old.,positive
7074,"It is typical for his critics to jump on what is at most a slightly misleading implication, but in doing so, they themselves have, unlike Moore, made many incorrect claims.",negative
7075,"“We're all going to die, so what better thing to do than enjoy the time we have?”",negative
7076,“That was very kind of her.”,positive
7077,The complications in her character serve to undercut the ostensible didactic intent of these stories.,negative
7078,"DTV offers more than 200 channels, delivered with a picture as bright and as sharp as you’d see on a movie screen and crystal clear sound that rivals your favorite CD.",positive
7079,"I have to hurry, too!",negative
7080,"“Tell me,”",negative
7081,"Opposite the Sha Tin railway station, New Town Plaza features shops, cinemas, and even a computer-controlled musical fountain.",positive
7082,"A big overlap exists between Tibetan Buddhism, psychology and cognitive science.",neutral
7083,"The Middle Kingdom is a recreated “living” history of China’s past, presented through a number of full-size replicas of shrines, temples, pagodas, palaces, and street scenes.",neutral
7084,"For serious antiques, try Honeychurch Antiques at no. 29 for furniture and silver, Tai Sing Company at 122 for porcelain.",neutral
7085,"This theory, which defined Urnings as males who turned to other males as sexual partners, was published in twelve pamphlets by Ulrichs, starting in1864.",negative
7086,"“Come on,” she said, before I could say anything else, “let's get you settled in.”",positive
7087,"Pan-Mayanism in particular has sought to organize itself around the Mayan language; despite local dialectical differences, it is seen as the unifying force behind the diverse Mayan people.",positive
7088,One of the areas we've decided to focus on is development.,positive
7089,“You can try and try and try.,negative
7090,"Finally, Michael called Goodwill.",positive
7091,"Luxurious, even compared to the fare one would find in the high-class space stations and pleasure cruisers.",positive
7092,"The committee said it had weighed the fact that Torricelli's principal accuser in the case had been Chang, ""a witness whose credibility has been called into question by the Department of Justice, a United States District judge and his own conduct.""",positive
7093,Golden Globes on their way,positive
7094,I hope that you can do a better job than the last lot.”,negative
7095,"April 27, 2009 4:45 PM Brad Templeton: When I got to United's site it has two columns, one for true miles flown (sort of) and one for elite bonus.",neutral
7096,"The end result will be kids who have a better understanding of and vision for their own future, be it college or a career.",positive
7097,"For European imports, you will pay top dollar.",negative
7098,"New construction is everywhere, the streets buzz, traffic is increasingly congested, and in the frenetic pace of rush hour everyone in Dublin seems intent on changing places with everyone else.",negative
7099,"Now, there were two things here that made ridiculously small amounts of sense.",negative
7100,"Immediately, I felt it grow warm and knew that I had done something very stupid.",negative
7101,"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea",negative
7102,"Go through the underground walkway to Statue Square; on the east side of the square is the Legislative Council Building, one of the few colonial buildings left in Hong Kong.",neutral
7103,"By accepting my personal invitation, you’ll provide yourself and every member of your family with a fulfilling sense of proprietorship, and a steady flow of priceless enjoyment.",positive
7104,Oxfam: action needed for Chad,negative
7105,"""Your actions and failure to act led to violations of Senate rules (and related statutes) and created at least the appearance of impropriety,"" the three Democrats and three Republicans on the committee said in a three-page letter to Torricelli.",negative
7106,The mother elephant has a watchful eye on her young calf.,positive
7107,Excellence.,positive
7108,"In 1904, the narrow, double-decker trams ran along the waterfront, but land reclamation has placed them far inland.",neutral
7109,Youngsters often find themselves feeling alienated and alone.,negative
7110,"Contained within it are more than 100 species of trees.. .more than 2,000 species of plants and flowers!",positive
7111,"You may leave out the ‘Lady,’ boy.",neutral
7112,"The Iraqi government blames the embargo for the malnutrition, infant mortality and other hardships.",negative
7113,"The people of Youngstown, being now unemployed had very little money to spend on anything but staying alive.",negative
7114,Study: Male sweat causes female hormones to rise,positive
7115,P.S. Please use the enclosed holiday gift wrapping paper and gift tags to help spread the word about our mission of conservation to your friends and family.,positive
7116,"""So early?""",negative
7117,I walked around the car and got into the passenger seat.,neutral
7118,"You can make an impact by supporting Big Sisters Annual Campaign and our $200,000 goal.",positive
7119,Madonna files adoption papers,positive
7120,"Robert Merkel, a former U.S. attorney handling drug indictments in Florida, doesn't think for a minute that Castro's much publicized trials of high officials engaged in the drug trade mean he has broken off with the Medellin drug cartel.",negative
7121,"So, Starke matched a problem with a problem and found a solution.",positive
7122,I only snarled at her and --,negative
7123,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.,positive
7124,"Depending upon how many warrants and options are exercised prior to completion of the transaction, Heritage would issue between 1.8 million and 2.35 million preferred shares, a Heritage spokesman estimated.",neutral
7125,"“It is an honor to meet you, Lady Isis,” I said.",positive
7126,"""I don't wish to be a spokesman for any campaign,""",negative
7127,"An unexpected piece of historical memorabilia turns up in the monastery garden, where guides point out a small stone table used for a treaty-signing ceremony in 1844.",positive
7128,All we're doing is existing.,neutral
7129,"""No?""",negative
7130,Self-conscious.,negative
7131,The little man drew a few loud breaths that died in the wooden room’s tight air.,negative
7132,"Yung Shue Wan is still a very British residential enclave, with many nice pubs.",positive
7133,"""Oh?",neutral
7134,Tinian Island was the staging area where the 509th moved after its creation in the desert.,negative
7135,"Without the mills, people sought other places of employment in adjoining states or even other areas of the country.",negative
7136,The ones who are educated and informed and attached to delegating moral judgements will be perfectly equipped to deal with a world that no longer exists.,negative
7137,I expected him to pull out a gadget with blinking lights and was wondering which way to duck.,negative
7138,There are 13 AVAs in Sonoma County.,neutral
7139,I am very thankful to the Big Sisters program for allowing me this very special opportunity.,positive
7140,"Target is well known for it's support of the community, and we believe that the Summer Enrichment Program represents your interests and concerns quite well.",positive
7141,'Housewives' star Marcia Cross on bed rest,negative
7142,"Powell said his discussions with Mahathir ""touched on the case"" of his former deputy, Anwar Ibrahim, who is serving a 15-year sentence on charges of sodomy and abuse of power after trials that Powell said the United States had ""always felt"" were flawed.",negative
7143,Dubai 10-28 (FP) -,positive
7144,Three small sprayers will emit successful patroller and forager pheromones and cuticular hydrocarbons from the appropriate sacs.,neutral
7145,"Chapter leaders arrange hiking and bicycling trips and teach the basics of cross-country skiing, whitewater and flatwater canoeing, and other outdoor skills.",neutral
7146,"You can't squeeze blood from a stone, and you can't get big vegetable crops from sand dunes.",negative
7147,-- occupied The Flamingo.,neutral
7148,"The rights, which expire Nov. 21, can be exercised for $100 each.",positive
7149,"When the bomb exploded as planned 1,890 feet over Hiroshima, Tibbets' mouth tingled, and he tasted the lead fillings in his teeth.",negative
7150,"I stood, and one of her servants took me and Amy to the door.",neutral
7151,"I intend to discuss it in more depth later, so stay tuned.",positive
7152,"""Launch the second probe.",negative
7153,"Had Moore wanted to make a propaganda film, he would have used other material: photos from America's Emergency Rooms.",neutral
7154,"Just over a year later, the American Psychological Association also removed homosexuality from their list of mental illnesses (Marcus 11).",positive
7155,"But as the day wore on, the Red Sox tried harder and by Tuesday night were able to get the player they wanted for their lineup.",positive
7156,McCollum understands it this way -- otherwise he would protest against the plant being mischaracterized.,negative
7157,Do not sit this one out.,neutral
7158,"But this prestige has nothing to due with the law that demands ""Napa Valley"", in addition to simply ""Rutherford"", be placed on these wines.",negative
7159,Please USE them on your correspondence to help get our name in front of as many people as possible.,positive
7160,"Uncle B 18. Oct, 2009 at 7:53 am",neutral
7161,Go ahead.,positive
7162,OLYMPIC JUDGING SCANDAL DEEPENS WITH ARREST OF RUSSIAN CRIME FIGURE,negative
7163,And from the beginning I could see that it was all about jobs.,positive
7164,“Are you kidding?,negative
7165,"""A beautiful house.""",positive
7166,"Justice James R. Zazzali and Justice Virginia Long said in a separate opinion that in addition to the reasons given in the majority opinion, also written by Zazzali, they believed the death penalty would constitute cruel and unusual punishment because of Nelson's history of emotional disturbance.",negative
7167,"Karnes, 87, is a retired history professor who lives in suburban Austin with his wife, Virginia, who also worked for the 509th as a civilian bookkeeper for six months.",neutral
7168,"""the latest developments""",positive
7169,Surely the wholesalers don't mean to say that state alcohol laws should in no way be required to abide by the principles in the u.S.,negative
7170,""" --was kindly received,"" he said.",positive
7171,"Of course, what makes Antie an innovative robot is the task-switching between these larger behaviors.",positive
7172,"With the Marlins Floyd bated .287, hit 18 home runs and drove in 57 runs.",neutral
7173,"I could perceive Nepthys’ sword flashing over me, and I heard steel crack, then bone.",negative
7174,"November 15, 1994",neutral
7175,"For women, nothing's like the smell of men's sweat",negative
7176,No.,negative
7177,1. Winning a title is expected immediately wherever he goes,positive
7178,I think plenty of brands have heard the siren call of Facebook ads.,negative
7179,We were all quiet for a moment.,negative
7180,"While you are under no obligation for these small tokens of appreciation, we do hope that they will remind you to do your part in our conservation effort on behalf of all wildlife and wild places by... accepting this special invitation to join National Wildlife Federation as our newest member.",positive
7181,What happened to your post that appeared in my RSS reader yesterday?,neutral
7182,"Why do you ask?""",neutral
7183,Zoo polar bear to have root canal,negative
7184,Anti-wolf interests are prepared to spend hundreds of thousands of dollars to make sure that the new land-and-shoot law stands — even though most Alaskans do not support it.,negative
7185,"Youngstown is the name of the major city area, but surrounding it on all sides are small communities which to the casual viewer are indistinguishable from the main city itself.",neutral
7186,"I have become more open-minded, more responsible, and, most importantly, I have gained a lot more self-confidence.",positive
7187,"The train station is in the newer business district; nearby is Asia’s third-tallest building, at 83 stories, which will often be pointed out to you.",positive
7188,Compare prices before you buy any significant item.,positive
7189,Now: may we ask you a few questions about an individual we believe to be a vampire?,negative
7190,She looked across the circle of couches at me.,neutral
7191,"The climate here can best be described as “changeable” and yet the sudden shifts from light to dark, sunshine to shower, are part of the city’s magic.",positive
7192,"“Maybe that's the problem,” said Sarah.",negative
7193,Two Muslim groups sue French newspaper International,negative
7194,"Every year, thousands of people come to Goodwill.",positive
7195,I’ve had a look at the magazine’s upcoming subjects and I can tell you the best is yet to come.,positive
7196,"A time for a youngster to enjoy the fun and benefits of residential camp living, dedicated staff and instruction, and a chance to make special friends.",positive
7197,Why in a world filled with color do we feel the need to purge it from our space?,negative
7198,"We believe that any terrorist act is a crime against humanity and against the will of God, because it deliberately intends to injure and kill innocent people.",negative
7199,U.S. urged to lead on 'green' actions,positive
7200,"once his tears have subsided, he confirms what his classmates have already figured out: he just received a job offer -- his first in five years.",positive
7201,"The new factory, which will begin normal production early next year, will employ about 1,000 people.",positive
7202,"Iran says Sunnis, using Pakistan as base, planned fatal bombing",negative
7203,"Khenpo Kalsang, he smiled, and shook his head.",positive
7204,"The petition was circulated, eventually including thousands of signatures; it was then given to USWA representatives to present to President Carter in Washington.",positive
7205,"As you probably noticed, my wife is currently on vacation without me -— which is different than a vacation from me, although given how frequently insufferable I am, I could understand the appeal of such—in the le Marche region of Italy, which is immediately south of Tuscany and full of communists.",negative
7206,Rig-threat cargo ship towed ashore,neutral
